variable_name,column_number_ttgintt4,source_type,official_variable_label,label_group_1,label_group_2,label_group_3,label_group_4,teacher_questionnaire_question,item,valid_value_labels,special_missing_or_skip_codes,all_value_labels,available_idpop,available_files,recommended_cleaning_note
TT4G83E,461,teacher questionnaire item,Teacher Mobility/ Professional purposes of visits abroad/ Establishing contact with schools abroad,Teacher Mobility,Professional purposes of visits abroad,Establishing contact with schools abroad,,83,E,1 = Yes | 2 = No,6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,1 = Yes | 2 = No | 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid"
TT4G83F,462,teacher questionnaire item,Teacher Mobility/ Professional purposes of visits abroad/ Teaching,Teacher Mobility,Professional purposes of visits abroad,Teaching,,83,F,1 = Yes | 2 = No,6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,1 = Yes | 2 = No | 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid"
TT4G83G,463,teacher questionnaire item,Teacher Mobility/ Professional purposes of visits abroad/ Other,Teacher Mobility,Professional purposes of visits abroad,Other,,83,G,1 = Yes | 2 = No,6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,1 = Yes | 2 = No | 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid"
TT4G84,464,teacher questionnaire item,Teacher Mobility/ Duration stayed abroad for professional purposes,Teacher Mobility,Duration stayed abroad for professional purposes,,,84,,1 = Less than one month | 2 = One to two months | 3 = Three to twelve months | 4 = More than a year,6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,1 = Less than one month | 2 = One to two months | 3 = Three to twelve months | 4 = More than a year | 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid"
T4TAGEGR,465,derived scale/index,Teacher age (grouped),Teacher age (grouped),,,,,,1 = under 29 | 2 = 30-39 | 3 = 40-49 | 4 = 50-59 | 5 = 60 or above,8 = Not administered | 9 = Omitted or invalid,1 = under 29 | 2 = 30-39 | 3 = 40-49 | 4 = 50-59 | 5 = 60 or above | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4THEDAT,466,derived scale/index,Teacher's highest level of formal education completed (grouped),Teacher's highest level of formal education completed (grouped),,,,,,1 = Below ISCED Level 5 | 2 = ISCED Level 5 | 3 = ISCED Level 6 | 4 = ISCED Level 7 | 5 = ISCED Level 8,8 = Not administered | 9 = Omitted or invalid,1 = Below ISCED Level 5 | 2 = ISCED Level 5 | 3 = ISCED Level 6 | 4 = ISCED Level 7 | 5 = ISCED Level 8 | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4TYQUAL,467,derived scale/index,Year of completion of first teaching qualification (grouped),Year of completion of first teaching qualification (grouped),,,,,,1 = 1940-1949 | 2 = 1950-1959 | 3 = 1960-1969 | 4 = 1970-1979 | 5 = 1980-1989 | 6 = 1990-1999 | 7 = 2000-2009 | 8 = 2010-2019 | 9 = 2020-2024,98 = Not administered | 99 = Omitted or invalid,1 = 1940-1949 | 2 = 1950-1959 | 3 = 1960-1969 | 4 = 1970-1979 | 5 = 1980-1989 | 6 = 1990-1999 | 7 = 2000-2009 | 8 = 2010-2019 | 9 = 2020-2024 | 98 = Not administered | 99 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 98 = Not administered | 99 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4TEMPWH,468,derived scale/index,Teacher's employment status in terms of working hours (grouped),Teacher's employment status in terms of working hours (grouped),,,,,,1 = Full-time/more than 90% of full-time hours | 2 = Part-time/90% of full-time hours or less,8 = Not administered | 9 = Omitted or invalid,1 = Full-time/more than 90% of full-time hours | 2 = Part-time/90% of full-time hours or less | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4CLSINF,469,derived scale/index,Classroom infrastructure quality,Classroom infrastructure quality,,,,,,1 = Not a problem | 2 = A bit of a problem | 3 = A problem,8 = Not administered | 9 = Omitted or invalid,1 = Not a problem | 2 = A bit of a problem | 3 = A problem | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4FASPR,470,derived scale/index,Index of methods of assessing student learning,Index of methods of assessing student learning,,,,,,,98 = Not administered | 99 = Omitted or invalid,98 = Not administered | 99 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 98 = Not administered | 99 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4TYEXPE,471,derived scale/index,Teacher's years of work experience in other education roles (grouped),Teacher's years of work experience in other education roles (grouped),,,,,,1 = Less than or equal to 5 years | 2 = 6-10 years | 3 = 11-20 years | 4 = Above 20 years,8 = Not administered | 9 = Omitted or invalid,1 = Less than or equal to 5 years | 2 = 6-10 years | 3 = 11-20 years | 4 = Above 20 years | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4TNSCH,472,derived scale/index,Number of schools teacher works at,Number of schools teacher works at,,,,,,0 = Not working in other schools | 1 = Working in one other school | 2 = Working in two or more other schools,8 = Not administered | 9 = Omitted or invalid,0 = Not working in other schools | 1 = Working in one other school | 2 = Working in two or more other schools | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4TYEXPTS,473,derived scale/index,Teacher's years of work experience at this school (grouped),Teacher's years of work experience at this school (grouped),,,,,,1 = Less than or equal to 5 years | 2 = 6-10 years | 3 = 11-20 years | 4 = Above 20 years,8 = Not administered | 9 = Omitted or invalid,1 = Less than or equal to 5 years | 2 = 6-10 years | 3 = 11-20 years | 4 = Above 20 years | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4TYEXPTT,474,derived scale/index,Teacher's years of work experience in total (grouped),Teacher's years of work experience in total (grouped),,,,,,1 = Less than or equal to 5 years | 2 = 6-10 years | 3 = 11-20 years | 4 = Above 20 years,8 = Not administered | 9 = Omitted or invalid,1 = Less than or equal to 5 years | 2 = 6-10 years | 3 = 11-20 years | 4 = Above 20 years | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4TYEXPO,475,derived scale/index,Teacher's years of work experience in other non-education roles (grouped),Teacher's years of work experience in other non-education roles (grouped),,,,,,1 = Less than or equal to 5 years | 2 = 6-10 years | 3 = 11-20 years | 4 = Above 20 years,8 = Not administered | 9 = Omitted or invalid,1 = Less than or equal to 5 years | 2 = 6-10 years | 3 = 11-20 years | 4 = Above 20 years | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4TCSIZE,476,derived scale/index,Target class size (grouped),Target class size (grouped),,,,,,1 = Fewer than 15 | 2 = 15-24 | 3 = 25-34 | 4 = 35 or above,8 = Not administered | 9 = Omitted or invalid,1 = Fewer than 15 | 2 = 15-24 | 3 = 25-34 | 4 = 35 or above | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4TLANGN,477,derived scale/index,Multilingualism,Multilingualism,,,,,,1 = 1 language (monolingual) | 2 = 2 languages (bilingual) | 3 = 3 or more languages (multilingual),8 = Not administered | 9 = Omitted or invalid,1 = 1 language (monolingual) | 2 = 2 languages (bilingual) | 3 = 3 or more languages (multilingual) | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4PDSUBMP,478,derived scale/index,Need for professional development in subject matter and subject-specific pedagogy,Need for professional development in subject matter and subject-specific pedagogy,,,,,,,9998 = Not administered | 9999 = Omitted or invalid,9998 = Not administered | 9999 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 9998 = Not administered | 9999 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4PDIV,479,derived scale/index,Need for professional development for teaching for diversity,Need for professional development for teaching for diversity,,,,,,,9998 = Not administered | 9999 = Omitted or invalid,9998 = Not administered | 9999 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 9998 = Not administered | 9999 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4PDBR,480,derived scale/index,Barriers to professional development: lack of support in access,Barriers to professional development: lack of support in access,,,,,,,9998 = Not administered | 9999 = Omitted or invalid,9998 = Not administered | 9999 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 9998 = Not administered | 9999 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4EXINF,481,derived scale/index,Exchange of information and ideas among teachers,Exchange of information and ideas among teachers,,,,,,,9998 = Not administered | 9999 = Omitted or invalid,9998 = Not administered | 9999 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 9998 = Not administered | 9999 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4COLES,482,derived scale/index,Professional collaboration in lessons among teachers,Professional collaboration in lessons among teachers,,,,,,,9998 = Not administered | 9999 = Omitted or invalid,9998 = Not administered | 9999 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 9998 = Not administered | 9999 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4SECLS,483,derived scale/index,Self-efficacy in classroom management,Self-efficacy in classroom management,,,,,,,9998 = Not administered | 9999 = Omitted or invalid,9998 = Not administered | 9999 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 9998 = Not administered | 9999 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
T4SEINS,484,derived scale/index,Self-efficacy in instruction,Self-efficacy in instruction,,,,,,,9998 = Not administered | 9999 = Omitted or invalid,9998 = Not administered | 9999 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 9998 = Not administered | 9999 = Omitted or invalid Use OECD scale as provided; verify direction and valid range before interpretation."
